Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Description,URL,Source,Scraped Date
Property / Real Estate,2 Plots of Land for Sale at East Airport,6050000.0,"GH₵ 6,050,000",,Greater Accra,Spintex,"Greater Accra, Spintex","2 plots of Land for sale at East airport close to palace mall 
With Tittle certificate going for $...",https://jiji.com.gh/spintex/land-and-plots-for-sale/2-plots-of-land-for-sale-at-east-airport-zqF9DvGzd3XoOE6iLvHVaOpZ.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Private Apartment • Spacious • Ac • Fast Wifi • Safe Neighbourhood,350.0,GH₵ 350,"3 rooms, 1 bedroom",Greater Accra,Teshie,"Greater Accra, Teshie","This rock-solid entire apartment is gated and includes free high-speed Wi-Fi and parking.
Minimum...",https://jiji.com.gh/greda-estate/temporary-and-vacation-rentals/private-apartment-spacious-ac-fast-wifi-safe-neighbourhood-5ZF09z9p2eAwDRSejLImVEpA.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Full Plot of Land 80/90 Good Location,55000.0,"GH₵ 55,000",,Ashanti,Atwima Nwabiagya,"Ashanti, Atwima Nwabiagya",Full plot of land 80/90 abuakwa ntensere,https://jiji.com.gh/atwima-nwabiagya/land-and-plots-for-sale/full-plot-of-land-80-90-good-location-uKD5cfYhXE4pkqCKzDtFeC8Z.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,3 Bedrooms Fully Furnished Apartment Behind West Hills Mall,4000.0,"GH₵ 4,000","4 rooms, 3 bedrooms",Greater Accra,Ga South Municipal,"Greater Accra, Ga South Municipal","This is a very beautiful 3 bedrooms Fully Furnished Apartment hehind West hills mall, just about 7...",https://jiji.com.gh/ga-south-municipal/temporary-and-vacation-rentals/3-bedrooms-fully-furnished-apartment-behind-west-hills-mall-rhakilNaikHOgRzbrAhOWsX6.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"2bdrm Apartment in Franjie Realty, Weija for rent",1300.0,"GH₵ 1,300",,Greater Accra,Weija,"Greater Accra, Weija","2 bedroom apartment for rent @ New Bortianor Mile 11. Glass Windows, floors-tiled, bedrooms,...",https://jiji.com.gh/weija/houses-apartments-for-rent/2bdrm-apartment-in-franjie-realty-weija-for-rent-wRX7ftcW81IPoEkIr24A38zD.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Airport Residential Land Joint Venture Available,1000000.0,"GH₵ 1,000,000",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Joint venture land available at Airport Residential area.Joint venture land available at Airport...,https://jiji.com.gh/accra-metropolitan/land-and-plots-for-sale/airport-residential-land-joint-venture-available-dk32aLCjnBKOCPQ40llF9YYH.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Land for Sale,380000.0,"GH₵ 380,000",,Greater Accra,Adjiriganor,"Greater Accra, Adjiriganor","Titled land for sale 
location: east legon hills| katamanso
size: 70x100sqm",https://jiji.com.gh/adjiriganor/land-and-plots-for-sale/land-for-sale-z31YVZymbyGjt1reF2LpUW9q.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,One Plot of Land for Lease at Osu $750 for 30yrs,9000.0,"GH₵ 9,000",,Greater Accra,Osu,"Greater Accra, Osu","Old structure on one plot of land at Osu, Ako Adjei for lease 
Price: $750 / month for 30yrs and...",https://jiji.com.gh/osu/land-and-plots-for-rent/one-plot-of-land-for-lease-at-osu-750-for-30yrs-gqIffLqigS92w4FN6EbqFAoT.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Awesome Area Plot,25000.0,"GH₵ 25,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",Gated community estate plots available after central university plus free documents. site is...,https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/awesome-area-plot-zWOsC6bXif2KsyC8u5if6PiS.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"Roadside Land for Rent, Spintex. One Year Minimum Lease",176250.0,"GH₵ 176,250",,Greater Accra,Spintex,"Greater Accra, Spintex","Roadside Land for Rent – Spintex
 $15,000 per month
 1 year minimum lease
 Key Features:
Prime...",https://jiji.com.gh/spintex/land-and-plots-for-rent/roadside-land-for-rent-spintex-one-year-minimum-lease-1fny0Dt1M79UbfZSbMRwh2Oi.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,1bdrm Apartment in East Legon for rent,1400.0,"GH₵ 1,400",,Greater Accra,East Legon,"Greater Accra, East Legon","A newly built chamber and hall self contained at East Legon hills,santoe,24/7 electricity,kitchen...",https://jiji.com.gh/east-legon/houses-apartments-for-rent/1bdrm-apartment-in-east-legon-for-rent-7y9LPjASburdRg8nBjg3TaGd.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,5bdrm House In Amasaman Adjen Kotoku For Sale,500000.0,"GH₵ 500,000",,Greater Accra,Ga West Municipal,"Greater Accra, Ga West Municipal","This is a very nice newly Built and Uncompleted 5 bedrooms with 5 washrooms, living area at a...",https://jiji.com.gh/ga-west-municipal/new-builds/5bdrm-house-in-amasaman-adjen-kotoku-for-sale-cFbOVif2YParP6aAVn2vztp3.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"1bdrm Apartment in Bestchoice, Mile 7 for rent",750.0,GH₵ 750,,Greater Accra,Achimota,"Greater Accra, Achimota",Singleroom selfcontain at Achimota mile 7 ghc750 a month for 2years,https://jiji.com.gh/mile-7/houses-apartments-for-rent/1bdrm-apartment-in-bestchoice-mile-7-for-rent-s42SSzh9vFvJmuh17Maqacxv.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Afienya(Residential) Donkomi!! Land Sales,22000.0,"GH₵ 22,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",Buy litigation free estate lands from PRIMDALE ESTATES GH at AFIENYA. Locate the land at...,https://jiji.com.gh/sakumono/land-and-plots-for-sale/afienya-residential-donkomi-land-sales-dQrqRjx4HtGY1BQazw4xxsdx.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,2bdrm Apartment in Lapaz for rent,1700.0,"GH₵ 1,700",,Greater Accra,Lapaz,"Greater Accra, Lapaz","This is a very nice tiled 2 bedrooms apartment with a living room, kitchen, one washroom and porch...",https://jiji.com.gh/lapaz/houses-apartments-for-rent/2bdrm-apartment-in-lapaz-for-rent-5PSWvs1PdkSdyzwgSCgcAGVl.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Service Land for Sale at Kasoa Kweikrom,20000.0,"GH₵ 20,000",,Greater Accra,Kasoa,"Greater Accra, Kasoa","Akoti Akraman -valley view 1
Outright-20000
Six month installment-22000
1yrs...",https://jiji.com.gh/kasoa/land-and-plots-for-sale/service-land-for-sale-at-kasoa-kweikrom-7wb11w3LzqyMQRx5Biw1Tv4I.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"2bdrm Apartment in Danfa, Adenta for rent",1700.0,"GH₵ 1,700",,Greater Accra,Adenta,"Greater Accra, Adenta","Two bedroom apartment for rent*
Location: Adenta , *Danfa*
1700GH. A month for one year advance
3...",https://jiji.com.gh/adenta-municipal/houses-apartments-for-rent/2bdrm-apartment-in-danfa-adenta-for-rent-1mCQZX37v4NLxeoK0lfoeo8L.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"Live Close to Nature, Secure Yours Today, ""Prampram """,25000.0,"GH₵ 25,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",Estate land located close to the Ningo Senior High School and Beach off the Tema Aflao highway....,https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/live-close-to-nature-secure-yours-today-prampram-rJuRKf7SkKlbFtbVCXJJxQ4U.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,1 Acre Land for Sale at Airport,36200000.0,"GH₵ 36,200,000",,Greater Accra,Airport Residential Area,"Greater Accra, Airport Residential Area","PRIME AIRPORT LAND FOR SALE – ACCRA (Near Silver TOWER 2 Airport)
Secure a rare opportunity to own...",https://jiji.com.gh/airport-residential-area/land-and-plots-for-sale/1-acre-land-for-sale-at-airport-fvOZ2rblhbWEJtxY8vbAs3iv.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"1bdrm Apartment in Bestchoice, Mile 7 for rent",1500.0,"GH₵ 1,500",,Greater Accra,Achimota,"Greater Accra, Achimota",Spacious Singleroom selfcontain at Achimota for rent  a month for one year advance call or WhatsApp...,https://jiji.com.gh/mile-7/houses-apartments-for-rent/1bdrm-apartment-in-bestchoice-mile-7-for-rent-qgLVKZ8G0qEB74YqU0XZKCCq.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Furnished Airbnb Short Stay Monthly Rent,3500.0,"GH₵ 3,500","4 rooms, 4 bedrooms",Greater Accra,Kasoa,"Greater Accra, Kasoa","Airbnb furnished rooms for monthly rent short stay and long stay, fully furnished with Wi-Fi free...",https://jiji.com.gh/kasoa/temporary-and-vacation-rentals/furnished-airbnb-short-stay-monthly-rent-z7a5jX3CQcowFocVJnYc8jgP.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Registered Two Plots at Community 25,320000.0,"GH₵ 320,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan","Tow plots available for sale in a nice area at community 25, behind devtracco estate. Land is...",https://jiji.com.gh/community-25/land-and-plots-for-sale/registered-two-plots-at-community-25-pTJleAbgO7spFD60e7hkpYbj.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Half Plots for Sale,60000.0,"GH₵ 60,000",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Various sizes of land for sale. All walled at the same place. You can buy half or full or more.,https://jiji.com.gh/accra-metropolitan/land-and-plots-for-sale/half-plots-for-sale-xjwhgNKIjHwrGUlbAnG3iTa4.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,One Plot of Land for Sale at East Legon,1272000.0,"GH₵ 1,272,000",,Greater Accra,East Legon,"Greater Accra, East Legon","Prime Plot for Sale – East Legon Mempeasem
An exceptional opportunity to own land in one of Accra’s...",https://jiji.com.gh/east-legon/land-and-plots-for-sale/one-plot-of-land-for-sale-at-east-legon-8wfWuwFL51OAmMT7XTniPcfG.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Registered 2 Acres of Residential Land at Nsawam Odeikrom for Sale,60000.0,"GH₵ 60,000",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",2 plots and registered with The lands commission. Located at ODEIKROM near Nsawam and the road at...,https://jiji.com.gh/accra-metropolitan/land-and-plots-for-sale/registered-2-acres-of-residential-land-at-nsawam-odeikrom-for-sale-xhVVhZgZKyXwA5bKWnG6eixB.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"Furnished 3 Bedrms Duplex House 4 Short Stays,Spintex",2600.0,"GH₵ 2,600","3 rooms, 3 bedrooms",Greater Accra,Spintex,"Greater Accra, Spintex","It’s a fully furnished, luxury and executive 3 bedrooms self compound duplex house for rent on a...",https://jiji.com.gh/spintex/temporary-and-vacation-rentals/furnished-3-bedrms-duplex-house-4-short-stays-spintex-pPlKLklRPqyznyo8FMIQi0Eh.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"3bdrm House in American House, East Legon for sale",1320000.0,"GH₵ 1,320,000","133sqm, 3 bedrooms",Greater Accra,East Legon,"Greater Accra, East Legon","3 bedrooms house for sale 
Ogbojo, American House Area East Legon 
$110K USD
5 Minutes to American...",https://jiji.com.gh/east-legon/houses-apartments-for-sale/3bdrm-house-in-american-house-east-legon-for-sale-pvNNEHicOtK6uqR67wD58IPU.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"2bdrm Apartment in Pillar 2, Dome for rent",2200.0,"GH₵ 2,200",,Greater Accra,Dome,"Greater Accra, Dome","Newly built two bedrooms apartment for rent.
Location : dome pillar 2.
2200ghc a month for year...",https://jiji.com.gh/dome/houses-apartments-for-rent/2bdrm-apartment-in-pillar-2-dome-for-rent-rQb5t66y8uAhar75jDNUXlmR.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"1bdrm Apartment in Botwe, East Legon for rent",800.0,GH₵ 800,,Greater Accra,East Legon,"Greater Accra, East Legon","Single Room For Rent 
Botwe
Ghc800 Monthly for 1year
Toilet and bath outside the room
Gated",https://jiji.com.gh/east-legon/houses-apartments-for-rent/1bdrm-apartment-in-botwe-east-legon-for-rent-mht0VMUHuPBVlc5M1UTpLQMj.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Good Location Land With Free Documentation,15000.0,"GH₵ 15,000",,Greater Accra,Kasoa,"Greater Accra, Kasoa","Land on the Accra-winneba Road at Panfokrom, close to the Potsin police station and just opposite...",https://jiji.com.gh/kasoa/land-and-plots-for-sale/good-location-land-with-free-documentation-uYM0TsVs9MRTsZTFwxTGSEVf.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"Road Side Half Plot of Land for Sale, Klagon",300000.0,"GH₵ 300,000",,Greater Accra,Spintex,"Greater Accra, Spintex","Hot Cake!! Well Documented 60 BY 70 Feet ""HALF PLOT"" Of Land For Sale,, Very Very Close To The Major...",https://jiji.com.gh/spintex/land-and-plots-for-sale/road-side-half-plot-of-land-for-sale-klagon-5AmPvU4QY3juo4VFRw1kveBG.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"Furnished 4bdrm Apartment in Helena Estate Agency, Police Station",2800.0,"GH₵ 2,800",,Greater Accra,East Legon,"Greater Accra, East Legon",Fully furnished four bedrooms house in East Legon hills for rent near the road side there is...,https://jiji.com.gh/police-station-legon/houses-apartments-for-rent/furnished-4bdrm-apartment-in-helena-estate-agency-police-station-anCRrJf2coeBq9PNRlaEaSR.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Land Near Akotsi Junction,42000.0,"GH₵ 42,000",,Central Region,Gomoa East,"Central Region, Gomoa East","Prime Serviced Plots for Sale – Near Kasoa–Winneba Highway
Secure a prime plot just 5–7 minutes from...",https://jiji.com.gh/gomoa-east/land-and-plots-for-sale/land-near-akotsi-junction-hyXas4EJu9ZkxVfR3rliPDD8.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Easte Plot Selling at a Good Location.,25000.0,"GH₵ 25,000",,Greater Accra,Ashaiman Municipal,"Greater Accra, Ashaiman Municipal",Easte Plot selling at Ningo Prampram district close to the B5plus company 15mins drive from the...,https://jiji.com.gh/ashaiman-municipal/land-and-plots-for-sale/easte-plot-selling-at-a-good-location-aiZXv9GAVh2fGQQO3bXVO67v.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Half Plot at Lakeside,270000.0,"GH₵ 270,000",,Greater Accra,Ashaley Botwe,"Greater Accra, Ashaley Botwe","A genuine plot of land for sale at Lakeside Community 8. 
Serene and Secured Environment 
NOTE: All...",https://jiji.com.gh/lake-side-estate/land-and-plots-for-sale/half-plot-at-lakeside-aPFigmZjyBQFns6VZnSGcfFI.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"3bdrm Apartment in Kingsby Achimota, School Area for rent",3500.0,"GH₵ 3,500",,Greater Accra,Achimota,"Greater Accra, Achimota",3 bedroom apartment with 2 washroom for rent at Achimota kingsby. Prime location with excellent...,https://jiji.com.gh/school-area/houses-apartments-for-rent/3bdrm-apartment-in-kingsby-achimota-school-area-for-rent-cpM60akdg50A1XQtysFe3sYu.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"1bdrm Apartment in Kwabenya Acp Road, Ashomang Estate for rent",700.0,GH₵ 700,,Greater Accra,Ashomang Estate,"Greater Accra, Ashomang Estate","Very close to main Road, constant water flow, Agency terms applied",https://jiji.com.gh/ashomang-estate/houses-apartments-for-rent/1bdrm-apartment-in-kwabenya-acp-road-ashomang-estate-for-rent-yuhEXucpPP2MPiH0RCTp5w8j.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Plots of Land for Sale at Pakyi No.1 in Kumasi,60000.0,"GH₵ 60,000",,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Owusu Estate Agency & Construction ( O'weata)Buy/ Sell/ Rent from us
Location: Pakyi no. 1 opposite...",https://jiji.com.gh/kumasi-metropolitan/land-and-plots-for-sale/plots-of-land-for-sale-at-pakyi-no-1-in-kumasi-7E3PTUs1iSdnDafwIuiIvwru.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Noble Estate Plot of Land for Sale,25000.0,"GH₵ 25,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",PROMO ALERT: Enjoy instant 10% discount on any size of land you buy when you make instead payment...,https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/noble-estate-plot-of-land-for-sale-yMoGkh1CEvGZ5mECZkwP28xz.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,No Pressure but Quite Important. Buy and Secure Lands Now!,15000.0,"GH₵ 15,000",,Central Region,Gomoa East,"Central Region, Gomoa East","There's no pressure, but it's important to buy land and wait rather than wait to buy land. A plot...",https://jiji.com.gh/gomoa-east/land-and-plots-for-sale/no-pressure-but-quite-important-buy-and-secure-lands-now-yvtfaiHqgMJGxy53RPh1OBUR.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Real Estate,50000.0,"GH₵ 50,000",,Ashanti,Atwima Kwanwoma,"Ashanti, Atwima Kwanwoma",Located in a fast developing area,https://jiji.com.gh/atwima-kwanwoma/land-and-plots-for-sale/real-estate-oQI26UfaJwhEinL2lOmXhD3c.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"One Full Plot for Sale at Sokoban,Kwaso.",500000.0,"GH₵ 500,000",,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","This plot is located at Sokoban,Kwaso.
Plot size:120/100",https://jiji.com.gh/kumasi-metropolitan/land-and-plots-for-sale/one-full-plot-for-sale-at-sokoban-kwaso-3nWxKYCt6l0PQoSV5zdnyE6x.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"3bdrm House in Alex Otuo Properties, Asokore Mampong Municipal for sale",820000.0,"GH₵ 820,000","100sqm, 3 bedrooms",Ashanti,Asokore Mampong Municipal,"Ashanti, Asokore Mampong Municipal",Three bedrooms two washrooms house asokore manpong parkoso,https://jiji.com.gh/asokore-mampong/houses-apartments-for-sale/3bdrm-house-in-alex-otuo-properties-asokore-mampong-municipal-for-sale-1wHCDfrlz2zvCJBMadnIBOZ7.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Promo Lands for Sale at Ningo- Prampram,110000.0,"GH₵ 110,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",Buy semi serviced plots in our gated community with water and electriciy .,https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/promo-lands-for-sale-at-ningo-prampram-3Xpsuj2R0E3PYJ5Kfu2WmDxL.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,"1bdrm Apartment in Yubiperfresidence, Madina for rent",1300.0,"GH₵ 1,300",,Greater Accra,Madina,"Greater Accra, Madina","One bedroom apartment at Madina for renting,affordable for all.
Gated house,self meter, 24/7 water...",https://jiji.com.gh/madina/houses-apartments-for-rent/1bdrm-apartment-in-yubiperfresidence-madina-for-rent-nNzIm4VHH8C5RuNyV6RlyJyt.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Affordable Lands At Moyah For Sale,5000.0,"GH₵ 5,000",,Northern Region,Tamale Municipal,"Northern Region, Tamale Municipal",Affordable plots at Moya for sale. Is about 40 minutes ride from the TAMALE POST OFFICE to the...,https://jiji.com.gh/tamale-municipal/land-and-plots-for-sale/affordable-lands-at-moyah-for-sale-fjUamF3CAMNghlpmIgH53gKt.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Ensuite Private Room + Starlink Internet -Daily Rate,250.0,GH₵ 250,"5 rooms, 5 bedrooms",Greater Accra,East Legon,"Greater Accra, East Legon",Budget friendly private room in a 5 bedroom townhouse,https://jiji.com.gh/east-legon/temporary-and-vacation-rentals/ensuite-private-room-starlink-internet-daily-rate-8C4TH4e5zOckSk05453NLkap.html,Jiji Ghana (jiji.com.gh),2026-04-27
Property / Real Estate,Eexecutive 3 Bedroom Duplex House for Sale at East Legon Hills,4000000.0,"GH₵ 4,000,000",130sqm,Greater Accra,East Legon,"Greater Accra, East Legon","Executive 3 bedroom duplex house for sale at east legon hills. 
Come with swimming pool",https://jiji.com.gh/east-legon/commercial-properties/eexecutive-3-bedroom-duplex-house-for-sale-at-east-legon-hills-5bDV5FCMPybWLlsPFd7zVif0.html,Jiji Ghana (jiji.com.gh),2026-04-27
