Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Mobile Phones & Tablets,Samsung Galaxy S22 Ultra 5G 512 GB Black,3500.0,"GH₵ 3,500",Used,Central Region,Agona West Municipal,"Central Region, Agona West Municipal",,This is samsung s22 ultra with accessories,https://jiji.com.gh/agona-west-municipal/mobile-phones/samsung-galaxy-s22-ultra-5g-512-gb-black-fmtJQBcemRsLQNFIG1NoJCKL.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Amazfit Bip 6,2000.0,"GH₵ 2,000",Brand New,Greater Accra,Asylum Down,"Greater Accra, Asylum Down",,"Brand new Amazfit Bip 6, global version, comes with TPU case for protection.",https://jiji.com.gh/asylum-down/smart-watches/amazfit-bip-6-foWfL1Wl1qoefA4KeOekgahZ.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,New Google Pixel C 256 GB Black,2350.0,"GH₵ 2,350",Brand New,Western Region,Juabeso,"Western Region, Juabeso",,Google pixel tab with 256gb,https://jiji.com.gh/juabeso/tablets/new-google-pixel-c-256-gb-black-z3ovi32CdN7xxePIOCqZ4G7O.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Apple iPad 9.7 128 GB,1550.0,"GH₵ 1,550",Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Uk used iPad 6th Gen 
3pcs available",https://jiji.com.gh/accra-metropolitan/tablets/apple-ipad-9-7-128-gb-uHBJBFmz0NWrF5HPCxKwGGJK.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Apple iPhone 14 128 GB Blue,3999.0,"GH₵ 3,999",Used,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Verified ID, 3+ years on Jiji","Iphone 14 esim unlocked
128gb | bh 87",https://jiji.com.gh/kumasi-metropolitan/mobile-phones/apple-iphone-14-128-gb-blue-1KCdoPqNuXuvyZaoR2RKlCz8.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Samsung Galaxy S20+ 128 GB,1050.0,"GH₵ 1,050",Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Damaged screen galaxy s20+,https://jiji.com.gh/accra-metropolitan/mobile-phones/samsung-galaxy-s20-128-gb-kzZaeMF4GFI62SsXXeVlmh0N.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Google Pixel 7 Pro 128 GB Black,2550.0,"GH₵ 2,550",Used,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Verified ID, 5+ years on Jiji",Pixel 7 pro 128gb small dent on screen,https://jiji.com.gh/kumasi-metropolitan/mobile-phones/google-pixel-7-pro-128-gb-black-aSM8ItCcMrlB75f0Rm3jXpBv.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,New Lenovo Legion Y700 512 GB Black,2700.0,"GH₵ 2,700",Brand New,Volta Region,Central Tongu,"Volta Region, Central Tongu",,Lenovo gen4 gaming tablet with box,https://jiji.com.gh/central-tongu/tablets/new-lenovo-legion-y700-512-gb-black-2IpzzyLPxhketngnrZiZfiuz.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,New Apple iPhone 16 Plus 128 GB Pink,5400.0,"GH₵ 5,400",Brand New,Central Region,Agona West Municipal,"Central Region, Agona West Municipal",,"Best of all call now 
16 plus with accessories",https://jiji.com.gh/agona-west-municipal/mobile-phones/new-apple-iphone-16-plus-128-gb-pink-rbNryqIAan4iX3lKFpHICc7I.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Apple iPhone 15 128 GB Black,3650.0,"GH₵ 3,650",Used,Greater Accra,North Legon,"Greater Accra, North Legon","Verified ID, 3+ years on Jiji",Esim locked iPhone 15 black bh 87 no hidden faults neat as new,https://jiji.com.gh/north-legon/mobile-phones/apple-iphone-15-128-gb-black-5bP081EzdRmTGiUje3Il11aV.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Google Pixel 7 128 GB,1900.0,"GH₵ 1,900",Used,Greater Accra,Lapaz,"Greater Accra, Lapaz",Verified ID,Google pixel 7 google account locked,https://jiji.com.gh/lapaz/mobile-phones/google-pixel-7-128-gb-5avTNT9tqNWEmFeFlGCrX9mg.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Xiaomi Poco Pad 64 GB Silver,900.0,GH₵ 900,Used,Greater Accra,Circle,"Greater Accra, Circle","Verified ID, 3+ years on Jiji",Redmi tablet 64gb rom,https://jiji.com.gh/circle/tablets/xiaomi-poco-pad-64-gb-silver-i8PF6UBhHhHxd5NdWfWlx5Vk.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,Samsung Galaxy Note 10 5G 256 GB,950.0,GH₵ 950,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Galaxy note 10 5G damaged screen,https://jiji.com.gh/accra-metropolitan/mobile-phones/samsung-galaxy-note-10-5g-256-gb-8dPTJpbY0cvbEtNZgnJB53Ku.html,Jiji Ghana (jiji.com.gh),2026-05-04
Mobile Phones & Tablets,LG V50 Thinq Case,250.0,GH₵ 250,Brand New,Greater Accra,Circle,"Greater Accra, Circle","Verified ID, 5+ years on Jiji","It is a simple, slim jelly phone case made of soft TPU and It enhances the beauty of a smartphone...",https://jiji.com.gh/circle/cell-phones-tablets-accessories/lg-v50-thinq-case-1noGn4bGbc7I9FyeMw9cQqqx.html,Jiji Ghana (jiji.com.gh),2026-05-04
