Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Mobile Phones & Tablets,Tecno Watch Pro 3 – Smart Ai Assistant on Your Wrist,699.0,GH₵ 699,Brand New,Greater Accra,Circle,"Greater Accra, Circle","Verified ID, 5+ years on Jiji","Upgrade your everyday lifestyle with the TECNO Watch Pro 3, built for performance, durability, and...",https://jiji.com.gh/circle/smart-watches/tecno-watch-pro-3-smart-ai-assistant-on-your-wrist-13t8Sx9XsBr4DJJ09RMzn77O.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Tablet 512 GB,1200.0,"GH₵ 1,200",Brand New,Greater Accra,Adabraka,"Greater Accra, Adabraka",5+ years on Jiji,"Buddies B2000 is an android tablet with the storage capacity 512gb 8gb ,5.0MP front, Rear 13.MP ,...",https://jiji.com.gh/adabraka/tablets/new-tablet-512-gb-g96nxx8O8bYa7xoM0j1grSl0.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Apple Watch Series 5 44mm,1850.0,"GH₵ 1,850",Used,Greater Accra,Circle,"Greater Accra, Circle",Verified ID,Foreign used Apple Watch Series 5 44mm,https://jiji.com.gh/circle/smart-watches/apple-watch-series-5-44mm-eKtIE0R5fdiVXPg9P75qWQGu.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Tablet 1 TB,1450.0,"GH₵ 1,450",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"16gb of ram 
1tb of storage 
Dual sim support Support
Wireless keyboard included 
Free cover 
Free...",https://jiji.com.gh/accra-metropolitan/tablets/new-tablet-1-tb-BqNWYRkIGfPaHa8ERqV35fan.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,C12 Ai Auto Face Tracking Selfie Stick Tripod,380.0,GH₵ 380,Brand New,Greater Accra,Kotobabi,"Greater Accra, Kotobabi",,"12 AI Auto Face Tracking Selfie Stick Tripod – Auto Face Tracking Selfie Stick Tripod, 360° Rotation...",https://jiji.com.gh/kotobabi/cell-phones-tablets-accessories/c12-ai-auto-face-tracking-selfie-stick-tripod-mtZn2m0NuxPPmsYKRuPdqp1a.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,MK 27 Germany/ Smartwatch /Bluetooth Watch /,650.0,GH₵ 650,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"Key Features
Full Screen Display
Massage Notification
Calling Features
Sports Mode
Sensitive...",https://jiji.com.gh/accra-metropolitan/smart-watches/mk-27-germany-smartwatch-bluetooth-watch-2AQS0LRKeCmg4SoD6fVczcEF.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Huawei MediaPad T3 8.0 64 GB White,650.0,GH₵ 650,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","8.0 inches 
64gb storage 
4gb of ram
Uses Sim cards 
Runs on Android 
Bigger 4800mah battery...",https://jiji.com.gh/accra-metropolitan/tablets/huawei-mediapad-t3-8-0-64-gb-white-pWQsvuuWlI6acJ9Sv01ykwSM.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Samsung Galaxy A15 5G 64 GB Blue,1300.0,"GH₵ 1,300",Brand New,Greater Accra,Adabraka,"Greater Accra, Adabraka","Verified ID, 3+ years on Jiji",Powerful low budget smart phone. Battery is very strong. Can last more than a day,https://jiji.com.gh/adabraka/mobile-phones/new-samsung-galaxy-a15-5g-64-gb-blue-yBuqPoypMyNyHn71k8okEvNJ.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Apple iPhone 14 Pro Max 256 GB Purple,5700.0,"GH₵ 5,700",Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,"Apple iPhone 14 pro max 
Original unlocked 256gig",https://jiji.com.gh/accra-metropolitan/mobile-phones/apple-iphone-14-pro-max-256-gb-purple-5bDvTWQeDtfAJMZUYAiDAJ3B.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Phone Watch,190.0,GH₵ 190,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,"Call or WhatsApp Now054*********
Introducing the SMART 19 WATCH ULTRA – Where Style Meets...",https://jiji.com.gh/accra-metropolitan/smart-watches/phone-watch-AQwd4rkeq1arDNwPU9HIizQO.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Galaxy A21s Screen Replacement,250.0,GH₵ 250,Brand New,Greater Accra,Circle,"Greater Accra, Circle",3+ years on Jiji,"- Super PLS screen display quality 
- Fingerprint recognition( rear-mounted )
- Visual proximity...",https://jiji.com.gh/circle/cell-phones-tablets-accessories/galaxy-a21s-screen-replacement-zWZ19LyNigviANzc0iSY91Wp.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Samsung Fold 7 | Fold 6 Smart View Flip Cover,1100.0,"GH₵ 1,100",Brand New,Greater Accra,Circle,"Greater Accra, Circle","Verified ID, 3+ years on Jiji","Smart view cover 
Best for all occasions 
Full protection",https://jiji.com.gh/circle/cell-phones-tablets-accessories/samsung-fold-7-fold-6-smart-view-flip-cover-B5bDq4zkId7cgASj1sROYlW2.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Google Pixel Screens (Original New),1350.0,"GH₵ 1,350",Brand New,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",Verified ID,"Original new google pixel screen
.Prices below
Pixel 5-1350
Pixel 6=1450
Pixel 5a =1350
Pixel 6a...",https://jiji.com.gh/kumasi-metropolitan/cell-phones-tablets-accessories/google-pixel-screens-original-new-9W9tfQffyVW4HibeN4EOQZSC.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Samsung Galaxy Watch 4,799.0,GH₵ 799,Used,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",Verified ID,"GALAXY WATCH 4 44MM
U.K USED With Charger...",https://jiji.com.gh/kumasi-metropolitan/smart-watches/samsung-galaxy-watch-4-xF7ycucDi1ICsMBUWkkOUH9p.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Huawei MatePad Pro 12.2 256 GB Silver,2800.0,"GH₵ 2,800",Brand New,Ashanti,Ejura/Sekyedumase,"Ashanti, Ejura/Sekyedumase",,Huawei matepd 12x with access,https://jiji.com.gh/ejura-sekyedumase/tablets/new-huawei-matepad-pro-12-2-256-gb-silver-6cyayy6JrXuo9l0zjNJta3fd.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Oraimo Watch 6r 1.39'' Anti-Scratch Ip68 Smart Watch,280.0,GH₵ 280,Brand New,Greater Accra,Sowutwuom,"Greater Accra, Sowutwuom","Verified ID, 3+ years on Jiji",The smartwatch blends elegance and versatility with a design that suits both casual and formal...,https://jiji.com.gh/sowutwuom/smart-watches/oraimo-watch-6r-1-39-anti-scratch-ip68-smart-watch-cRkWxlvqjpFpVOuSfgCdYDxb.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Apple Watch,1800.0,"GH₵ 1,800",Used,Greater Accra,North Legon,"Greater Accra, North Legon","Verified ID, 5+ years on Jiji","Apple Watch Series 8 41 mm
No fault",https://jiji.com.gh/north-legon/smart-watches/apple-watch-rNSPqX4Fcai90MeDpbJGWDs1.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Samsung Galaxy Tab A 10.1 (2016) 16 GB Black,655.0,GH₵ 655,Used,Greater Accra,Gbawe,"Greater Accra, Gbawe","Verified ID, 5+ years on Jiji",Super neat. 16gb with SD slot. black and white available.wifi onky,https://jiji.com.gh/gbawe/tablets/samsung-galaxy-tab-a-10-1-2016-16-gb-black-3njgK4e1nZdZLsO9OuBeKv3x.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,A35 Plus Smartwatch + Neckband Earbud Bracelet (Val’S Day Promo),299.0,GH₵ 299,Brand New,Greater Accra,Circle,"Greater Accra, Circle","Verified ID, 5+ years on Jiji","Brand new and sealed. Make and receive calls, notifications and contact synchronization. Check your...",https://jiji.com.gh/circle/smart-watches/a35-plus-smartwatch-neckband-earbud-bracelet-vals-day-promo-1t7dhHXuXdV6I8aX1qcrwIet.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Samsung Galaxy A56 / A36 Silicon Cover,60.0,GH₵ 60,Brand New,Greater Accra,Circle,"Greater Accra, Circle",5+ years on Jiji,"High-quality silicone cover for Samsung Galaxy for A56/ A36
- Fits the device like a glove and keeps...",https://jiji.com.gh/circle/cell-phones-tablets-accessories/samsung-galaxy-a56-a36-silicon-cover-i2Bwma3X772wY33oz3ZEHwvL.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Samsung Galaxy Watch Ultra,499.0,GH₵ 499,Brand New,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",Verified ID,Galaxy watch ultra...,https://jiji.com.gh/kumasi-metropolitan/smart-watches/samsung-galaxy-watch-ultra-xorRpk5Rg7Idx5PlDBUYjt9Y.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Portable Rechargeable Bluetooth Smart Watch.,250.0,GH₵ 250,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Brand new in box
main function:

blutetooth push
sms, whatsapp , facebook news and other client...",https://jiji.com.gh/accra-metropolitan/smart-watches/portable-rechargeable-bluetooth-smart-watch-fTbkQrhCTfLm821YspTYWD1X.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Apple iPhone Air 256 GB Blue,11700.0,"GH₵ 11,700",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji",IPhone Air 256gb Unlock,https://jiji.com.gh/accra-metropolitan/mobile-phones/new-apple-iphone-air-256-gb-blue-vYO8ULYKrLoodOUxrkLcnB5.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Iridium 9505A 64 GB Blue,7000.0,"GH₵ 7,000",Used,Greater Accra,Weija,"Greater Accra, Weija",,Satellite phone Slightly use for 2 months by missionary Iridium 9505a Satellite Phone is perfect for...,https://jiji.com.gh/weija/mobile-phones/iridium-9505a-64-gb-blue-x9Mqln49EwJk0GpPfVC7npg1.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Huawei MatePad 11.5 256 GB Black,4590.0,"GH₵ 4,590",Brand New,Greater Accra,Accra New Town,"Greater Accra, Accra New Town",,New Tecno Megapad 11.5 256gb new,https://jiji.com.gh/accra-new-town/tablets/new-huawei-matepad-11-5-256-gb-black-q85kO9BMnXVwyg3KklGuBbhp.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Huawei Watch Fit4 Pro,2500.0,"GH₵ 2,500",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,Huawei watch Fit4 pro original sealed in box.,https://jiji.com.gh/accra-metropolitan/smart-watches/huawei-watch-fit4-pro-zyMiJSN8HoqMHswuJ1B2dHhU.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Microsoft Surface Pro 256 GB Black,1000.0,"GH₵ 1,000",Used,Western Region,Sefwi-Wiawso,"Western Region, Sefwi-Wiawso",,"Core i5 touch screen 
8gig
256gig internal",https://jiji.com.gh/sefwi-wiawso/tablets/microsoft-surface-pro-256-gb-black-bh1RgEZilBFVGSsxqyxCtx8t.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Sandisk Ultra 128gb 140mbps Sd Card,300.0,GH₵ 300,Brand New,Greater Accra,Kokomlemle,"Greater Accra, Kokomlemle","Verified ID, 5+ years on Jiji","Memory storage capacity: 128 gb
memory type: sdhc
hardware interface: sdxc, sdhc
speed class: class...",https://jiji.com.gh/kokomlemle/cell-phones-tablets-accessories/sandisk-ultra-128gb-140mbps-sd-card-1ebMaKUg3jRGeRXMwrzcFCOu.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,"60,000mah Power Bank Unlimited Power Supply",350.0,GH₵ 350,Brand New,Greater Accra,Circle,"Greater Accra, Circle","Verified ID, 3+ years on Jiji","Energy B 60,000mAh Power Bank: Unleash Unlimited Power
Stay connected wherever you go with the...",https://jiji.com.gh/circle/cell-phones-tablets-accessories/60-000mah-power-bank-unlimited-power-supply-1nK7gwa6fJC6tUDYFh0evDci.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New BlackBerry Passport 32 GB Black,1000.0,"GH₵ 1,000",Brand New,Ashanti,Adansi South,"Ashanti, Adansi South",,Black berry nice camera phone,https://jiji.com.gh/adansi-south/mobile-phones/new-blackberry-passport-32-gb-black-txh9bEXrK97SAqcBG0Ao0sLU.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,iPhone 7. Complete Housing,300.0,GH₵ 300,Brand New,Greater Accra,Circle,"Greater Accra, Circle",3+ years on Jiji,"Comes with:
• The switches,
• Charging system
• Down speaker, and more",https://jiji.com.gh/circle/cell-phones-tablets-accessories/iphone-7-complete-housing-tIPi8HDS1vtjWkmZLxXcdV8J.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Samsung Galaxy S21+ 5G 256 GB Purple,2800.0,"GH₵ 2,800",Brand New,Greater Accra,Cantonments,"Greater Accra, Cantonments","Verified ID, 5+ years on Jiji",Sealed in a box and packed with 256gb with 8gb ram . Strong battery life with 4800mAh battery...,https://jiji.com.gh/cantonments/mobile-phones/new-samsung-galaxy-s21-5g-256-gb-purple-xgZeB9O63pkqOx85KbRF2igd.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Melanda Steel Smart Watch/Bluet Call/Health Monitor/Andr/Ios,520.0,GH₵ 520,Brand New,Greater Accra,Spintex,"Greater Accra, Spintex",5+ years on Jiji,"MELANDA 1.39"" stainless Steel Smart Watch with Extra silicone strap, Bluetooth Call, IP67...",https://jiji.com.gh/spintex/smart-watches/melanda-steel-smart-watch-bluet-call-health-monitor-andr-ios-oBzkky6KKQBaRvF788sfPn25.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New TCL Tab 10L 32 GB,1499.0,"GH₵ 1,499",Brand New,Greater Accra,Dansoman,"Greater Accra, Dansoman","Verified ID, 5+ years on Jiji","TCL TAB 10L Gen2
Memory Card slot microSDXC (dedicated slot)
Internal 32GB 3GB RAM
Battery Type...",https://jiji.com.gh/dansoman/tablets/new-tcl-tab-10l-32-gb-v9KGItpecH6a0MtodcgkTJ90.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Google Pixel Watch,1000.0,"GH₵ 1,000",Brand New,Greater Accra,Madina,"Greater Accra, Madina",Verified ID,"Google pixel watch 
With/avec
With android 8.0
With internet Acess,Bluetooth 
And others",https://jiji.com.gh/madina/smart-watches/google-pixel-watch-i9I5eEuLAClbr1DdDPZIZjaJ.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Apple Watch Ultra2,4700.0,"GH₵ 4,700",Used,Greater Accra,Kokomlemle,"Greater Accra, Kokomlemle","Verified ID, 5+ years on Jiji","Apple Watch Ultra2, black and edition, slightly used",https://jiji.com.gh/kokomlemle/smart-watches/apple-watch-ultra2-Bi3OiXdanMvkIGRpty09R6tQ.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Samsung Galaxy S24 Ultra 512 GB Black,5300.0,"GH₵ 5,300",Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,Samsung galaxy S24 ultra fresh in box original,https://jiji.com.gh/accra-metropolitan/mobile-phones/new-samsung-galaxy-s24-ultra-512-gb-black-8LD12SyLuoAoZlmcksnpeJNw.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Alloy Frameless Metal Phone Case for iPhone,300.0,GH₵ 300,Brand New,Greater Accra,Circle,"Greater Accra, Circle",Verified ID,Bumper Frame: A metal or hard plastic frame that goes around the edges of the phone for drop...,https://jiji.com.gh/circle/cell-phones-tablets-accessories/alloy-frameless-metal-phone-case-for-iphone-8y27jXdAYtPOsmWV5JCwoq3O.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Apple iPhone 14 Pro Max 128 GB Purple,3950.0,"GH₵ 3,950",Used,Greater Accra,North Legon,"Greater Accra, North Legon","Verified ID, 3+ years on Jiji",IPhone 14 Pro Max 128 esim locked back crack bh service,https://jiji.com.gh/north-legon/mobile-phones/apple-iphone-14-pro-max-128-gb-purple-xrC1fynN0BaGalYcaMGyPcJw.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Galaxy Watch 4. Samsung,900.0,GH₵ 900,Used,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",Verified ID,"U.K Used 
Galaxy watch 4",https://jiji.com.gh/kumasi-metropolitan/smart-watches/galaxy-watch-4-samsung-nHAyVzKto7gzErIaan8b8Df1.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Huawei Enjoy 70S 128 GB Blue,500.0,GH₵ 500,Brand New,Greater Accra,Ashaiman Municipal,"Greater Accra, Ashaiman Municipal",Verified ID,"Good product good sound and good in browsing 
as well... not in box",https://jiji.com.gh/ashaiman-municipal/mobile-phones/new-huawei-enjoy-70s-128-gb-blue-2RcRG5ml1yfBpqpvDh9zbE8n.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Galaxy Watch Ultra Smart Watch,250.0,GH₵ 250,Brand New,Greater Accra,Kokomlemle,"Greater Accra, Kokomlemle","Verified ID, 5+ years on Jiji","Smart watch
Oxygen measurements 
Sports mode
Strong Aluminium construction
Strong strap",https://jiji.com.gh/kokomlemle/smart-watches/galaxy-watch-ultra-smart-watch-KsknItzgVwXsQZAiBkbGyn0.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Apple iPad (2022) 64 GB Pink,3700.0,"GH₵ 3,700",Used,Greater Accra,Kokomlemle,"Greater Accra, Kokomlemle",Verified ID,"IPad 10th gen,64gb neatly used,with warranty ,WiFi only available,for Cul price,I also buy with...",https://jiji.com.gh/kokomlemle/tablets/apple-ipad-2022-64-gb-pink-8SiXfTqVCg4IK7AlaIHQXme0.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,T900 Ultra Smartwatch,240.0,GH₵ 240,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Original T900 Ultra smartwatch for sale at affordable. Call or WhatsApp for delivery or pickup,https://jiji.com.gh/accra-metropolitan/smart-watches/t900-ultra-smartwatch-kZziW1lOkBqqArWgk2ElLo66.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Huawei Y9 2018 128 GB Black,880.0,GH₵ 880,"Used, 4 GB",Greater Accra,Madina,"Greater Accra, Madina",,Uk used huawei Y9 2018 model 128gb/4gb ram black  color 12 months warranty 30ps in stock call us...,https://jiji.com.gh/madina/mobile-phones/huawei-y9-2018-128-gb-black-cKLkzKJVZMgYxU5eB3fXFzRt.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Mobile Phone 256 GB Bronze,950.0,GH₵ 950,Brand New,Greater Accra,Abossey Okai,"Greater Accra, Abossey Okai",Verified ID,This is Reno 12 Pro 5g. 256g and 8g ram.,https://jiji.com.gh/abossey-okai/mobile-phones/new-mobile-phone-256-gb-bronze-yrmgb2QOjX2F7lNhjXAcLmYc.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,Samsung Galaxy S23 FE 128 GB Black,3500.0,"GH₵ 3,500",Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,"Weeks used S23 Fe
It's very neat
Buy n thank me later",https://jiji.com.gh/accra-metropolitan/mobile-phones/samsung-galaxy-s23-fe-128-gb-black-aikxZqLEl1dPUhcbbWvESzTc.html,Jiji Ghana (jiji.com.gh),2026-05-11
Mobile Phones & Tablets,New Oppo A3s 256 GB Blue,540.0,GH₵ 540,Brand New,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",Verified ID,"Oppo a32s
i have both 128gb n 256gb
original new from uk... very neat ,no box but fresh as new......",https://jiji.com.gh/kumasi-metropolitan/mobile-phones/new-oppo-a3s-256-gb-blue-avSfQDrCDHWmk2IG156v4iok.html,Jiji Ghana (jiji.com.gh),2026-05-11
