Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Property / Real Estate,Serviced Land for Sale at Prampram-Freedom Is Here,50000.0,"GH₵ 50,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Purchase an affordable gated community estate land located in ningo prampram close to ningo senior...,https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/serviced-land-for-sale-at-prampram-freedom-is-here-i5Ktyh8bQ9KpKFy01cK8mto7.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,2bdrm Apartment in Kwabenya for rent,1800.0,"GH₵ 1,800",,Greater Accra,Ga West Municipal,"Greater Accra, Ga West Municipal",5+ years on Jiji,"Nice 2 bedroom apartment for rent at Franco Estate, 
All rooms en-suite 
Water flows 24/7
No agent...",https://jiji.com.gh/kwabenya/houses-apartments-for-rent/2bdrm-apartment-in-kwabenya-for-rent-akKcGk7F6fi3vxEd6iLw8nhE.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Affordable Self-Catering Studio at the Heart of East Legon + Starlink,350.0,GH₵ 350,"1 room, 1 bedroom",Greater Accra,East Legon,"Greater Accra, East Legon",3+ years on Jiji,"Cheapest shortlet in East Legon centrally located in proximity to restaurants, bars, supermarket,...",https://jiji.com.gh/east-legon/temporary-and-vacation-rentals/affordable-self-catering-studio-at-the-heart-of-east-legon-starlink-mUGWFBkBGT80l7H4yuWUJb4Y.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Well Measured Plots for Sale at Tsopoli,25000.0,"GH₵ 25,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,"Visit our well demarcated plots with a gated community with access to water,electricity, and road.It...",https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/well-measured-plots-for-sale-at-tsopoli-622GZFH0I1CW9XVXOu0crl8s.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Land For Sale At Dodowa Hills,65000.0,"GH₵ 65,000",,Greater Accra,Dodowa,"Greater Accra, Dodowa",,"Location: Dodowa
 Land Size: 70 X 100 
 Documentation: Genuine and litigation-free 
 Access: Good...",https://jiji.com.gh/ghanata-area/land-and-plots-for-sale/land-for-sale-at-dodowa-hills-1Htz4I2FdVXkE0AHQkDXz1PF.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Semi Serviced Estate Lands for Sale,25000.0,"GH₵ 25,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Buy Estate Masters lands with flexible payment which comes with free Indenture and Barcoded site...,https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/semi-serviced-estate-lands-for-sale-5Cemd8o3TJmVefr25sKTVPeo.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Hot Land Sales,55000.0,"GH₵ 55,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Buy land now near central university within a gated community with free documents. call estate...,https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/hot-land-sales-iMq8I2KCkZi0QePCYAQJOyWq.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Neat Developed Documented Lands at Tema Community 25,250000.0,"GH₵ 250,000",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,AXE REAL ESTATE is offering everyone the chance to own a genuine and litigation free land which is...,https://jiji.com.gh/accra-metropolitan/land-and-plots-for-sale/neat-developed-documented-lands-at-tema-community-25-l6aBkHBLtnKfzt6acXB4m0PD.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Half Plot of Land,80000.0,"GH₵ 80,000",,Greater Accra,Ga West Municipal,"Greater Accra, Ga West Municipal",Verified ID,The land is at Amasaman 3 junction Doblogono road I am the owner I live there and all the documents...,https://jiji.com.gh/ga-west-municipal/land-and-plots-for-sale/half-plot-of-land-6948yi9OYBFF1jh69IHFqCge.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Church Hall for Hire (Long Contract),1000.0,"GH₵ 1,000",100guests,Greater Accra,Ashaley Botwe,"Greater Accra, Ashaley Botwe","Verified ID, 3+ years on Jiji","Are you looking for a very Serene, Soundprooed & Grace filled Hall for your Church Meeting? Then...",https://jiji.com.gh/nmai-dzorn/event-centers-and-venues/church-hall-for-hire-long-contract-un03nsiORmqRoVWhl64rOMKa.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Beautiful Landscape Two Plots of Lands for Sale,60000.0,"GH₵ 60,000",,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,Litigation free lands available with documents for sale at Dominase off kasoa-winneba road behind...,https://jiji.com.gh/gomoa-east/land-and-plots-for-sale/beautiful-landscape-two-plots-of-lands-for-sale-eZpb53qAIUmp30PTiSbDhc18.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Legit Residential Half Plot of Land for Sale,25000.0,"GH₵ 25,000",,Ashanti,Kwabre,"Ashanti, Kwabre",,Legit Residential Half Plot Of Land For Sale At Affordable Price With A Genuine Documents,https://jiji.com.gh/kwabre/land-and-plots-for-sale/legit-residential-half-plot-of-land-for-sale-iMuGKkMYiXCBazBM7GN4KzDg.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,"Furnished Single, Two and Three Bedroom Apartment",350.0,GH₵ 350,"2 rooms, 2 bedrooms",Greater Accra,Dansoman,"Greater Accra, Dansoman",Verified ID,"Top notch fully furnished single,two bedroom and three bedroom apartments for rent at different...",https://jiji.com.gh/dansoman/temporary-and-vacation-rentals/furnished-single-two-and-three-bedroom-apartment-7LnQxgB3BOLEtR6UYiaHJjGt.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Land for Sale at Lakeside Comm 9,180000.0,"GH₵ 180,000",,Greater Accra,Ashaley Botwe,"Greater Accra, Ashaley Botwe","Verified ID, 5+ years on Jiji",Land for sale at lakeside estate community. It's 50x100feet. With footings on it,https://jiji.com.gh/lake-side-estate/land-and-plots-for-sale/land-for-sale-at-lakeside-comm-9-BhMXxVMA9GCyppuFv4n3Xf8t.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,1 Bedroom Apartment to Let for Short Stay at Gbawe,450.0,GH₵ 450,"2 rooms, 1 bedroom",Greater Accra,Gbawe,"Greater Accra, Gbawe",5+ years on Jiji,A home away from home. This is a spacious and comfy living place for the family. Your family will be...,https://jiji.com.gh/cemetary-gbawe/temporary-and-vacation-rentals/1-bedroom-apartment-to-let-for-short-stay-at-gbawe-xuS4ob6xpGT3Jxf056mo6XD5.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,2 Bed Furnished Flat Near Knust,900.0,GH₵ 900,"2 rooms, 2 bedrooms",Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan","Verified ID, 5+ years on Jiji",A nicely fully furnished 2 bedroom 1 bathroom flat near knust,https://jiji.com.gh/kumasi-metropolitan/temporary-and-vacation-rentals/2-bed-furnished-flat-near-knust-nH6imYdVjEq2gf02sUJbFC1Q.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Short Stay Apartment,200.0,GH₵ 200,"5 rooms, 5 bedrooms",Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",5+ years on Jiji,We have available one bedroom apartments and four single rooms. The entire house is also available...,https://jiji.com.gh/kumasi-metropolitan/temporary-and-vacation-rentals/short-stay-apartment-6vFmeJLflhbBqqLPUXJCYslT.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Bar Coded Certified Registered Lands for Sale at Dominase,30000.0,"GH₵ 30,000",,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,Amenities electricity and water available on the land it's Litigation free behind the onion market...,https://jiji.com.gh/gomoa-east/land-and-plots-for-sale/bar-coded-certified-registered-lands-for-sale-at-dominase-r8ETUEt8U8DzBRllJojIv2ML.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Crown Your Hustle With One Plot of Land for Sale,15000.0,"GH₵ 15,000",,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,Close to the Gomoa east municipal and the Potsin police station behind the onion market off...,https://jiji.com.gh/gomoa-east/land-and-plots-for-sale/crown-your-hustle-with-one-plot-of-land-for-sale-8QiYXprE14bbRCCqrAyh83zM.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Rent-for-Less (Weekdays Discounts; You Can Also Pay Per Hour),500.0,GH₵ 500,,Greater Accra,East Legon,"Greater Accra, East Legon","Verified ID, 3+ years on Jiji",You have an Event and you need A Beautiful & Serene Space for about 40-60 (small gathering or 80-100...,https://jiji.com.gh/east-legon/event-centers-and-venues/rent-for-less-weekdays-discounts-you-can-also-pay-per-hour-7q1rlNFyky27VglEhr6VQVd.html,Jiji Ghana (jiji.com.gh),2026-04-20
Property / Real Estate,Estate Plot for Sale No Agent Litigation Free,25000.0,"GH₵ 25,000",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan","Verified ID, 3+ years on Jiji",Commercial and residential land for sale at Tsopoli. Our site is located just 15mins drive from the...,https://jiji.com.gh/tema-metropolitan/land-and-plots-for-sale/estate-plot-for-sale-no-agent-litigation-free-yY806Xs1NY4tZRdsFHyzdLhw.html,Jiji Ghana (jiji.com.gh),2026-04-20
